choice,RT,p
-1,580,0.0028763202905540295
-1,1570,0.003339588250492362
1,780,0.010887210147235878
-1,1660,0.003978340223338954
-1,2030,0.0025616549317616726
-1,520,0.007354647243809256
1,4120,0.00033167273785224803
-1,2390,0.0011224523193752501
1,2560,0.000613219113718273
1,2830,0.0005023141808521613
-1,780,0.002630633105532918
-1,3440,0.0012211459773485004
1,1100,0.0012015276038940964
1,2230,0.002759745690330751
-1,1490,0.005017769982129011
-1,410,0.007817934919041371
-1,1960,0.00016819058101240177
1,920,0.00821127683290056
-1,1130,0.004382252536205775
1,1130,0.0011876677027978608
-1,2260,0.001054299358414163
-1,2310,0.00019806142825034344
-1,3110,0.0006200118967212824
-1,1100,0.0004457345701195691
1,250,0.0005855249725075788
1,2430,0.0010113360617771939
-1,930,0.008015558343129614
-1,3680,0.00017662655391368392
-1,560,0.0028711054938187317
1,580,0.006800601013910472
1,850,0.0018420008364398506
1,1970,0.0024800221951298703
-1,1550,0.0023828831107412215
-1,1170,0.004762759299342889
1,590,0.006249436588086461
1,920,0.011193917600521085
1,1630,0.0020940011886275427
-1,500,0.005675874354905677
-1,550,0.0041442276839897
1,980,0.01346248550327748
-1,410,0.0016275616139855005
1,1030,0.005542603527930673
-1,510,0.011071965775634424
-1,670,0.00927903177587932
1,520,0.012782509661392228
-1,1410,0.005572152588547811
1,1170,0.009658076026267318
1,1350,0.006442371990862792
1,860,0.0030320185625054828
-1,1980,0.0012998029454793405
1,2260,0.003268212497243703
1,2310,0.0028851220461306084
1,2520,0.0013599334922616058
-1,1080,0.004895018707834843
1,2240,0.002875378289089928
1,520,0.003785298635132816
1,890,0.007795687426021837
1,490,0.01097803359519932
-1,3080,0.0014000352674713398
1,1340,0.0007020730124781281
1,1380,0.0021417737193437495
1,2360,0.0024330803029867067
-1,460,0.004303297883603246
1,610,0.008447291864132284
-1,610,0.0036058778461425236
-1,1040,0.007150331266632265
-1,580,0.0021555759399439303
-1,1940,0.0031049278697885367
-1,2820,0.0020352355366462013
-1,1610,0.002831765616126215
1,1110,0.005442887058056261
1,1770,0.003439303834189214
1,1860,0.004765384228066653
-1,2330,0.0012603210403799516
-1,790,0.0080448836123498
1,1470,0.006591194978917891
-1,4330,3.032911454178662e-06
-1,600,0.009724325859946713
-1,1640,0.0025248091130179767
-1,580,0.003487176158147573
-1,1620,0.0042942558997486014
-1,1630,0.0014747523375564476
-1,550,0.00913593784635092
-1,1880,0.0035673902464669013
1,270,0.0007296774675239869
1,1150,0.009396360941408978
1,1330,0.0011139687219569707
-1,780,0.0021838371956766998
1,1810,0.00549101043117346
1,1410,0.008353402718400777
-1,1490,0.003880398764879604
1,520,0.002033650142863115
1,4220,0.0006585343529775289
1,3260,0.0016363575566293216
1,570,0.008627166104505125
-1,1930,0.0018234242326254921
-1,2770,0.0014663789230550262
-1,1180,0.004820061125758406
-1,1970,0.0026163089247532305
1,640,0.0034331328167399085
-1,1550,0.0039414524504862705
1,940,0.010174258028629006
-1,970,0.0013807385655298086
-1,1070,0.007945945529526313
-1,750,0.009776720376399152
1,440,0.013486905383550298
-1,790,0.0026188251815692917
-1,430,0.001890227638434939
1,1410,0.0018685688302156186
-1,3200,0.0005996673600050772
1,1300,0.0013249826206347712
1,1210,0.0077700935172023205
-1,1560,4.580005847488273e-05
1,450,0.001806354817987859
1,2110,0.003360741292344561
-1,550,0.010613359071153286
1,4250,0.00043668377435573176
-1,320,0.004055750849223324
-1,1820,0.0038666531241671543
1,320,0.0011991188702482202
1,810,0.008826169422324184
-1,1140,0.008585255818524122
-1,7280,1.4197432102388063e-05
1,1230,0.002991912481305688
-1,1740,0.0018312422960608038
-1,2940,0.0005262036414201542
1,480,0.0012082610057585097
-1,680,0.006430678261710532
1,2080,0.0028330704949807765
