trial,choice,rt,valueLeft,valueRight,fixItem,fixTime
334,1,1120,3,5,0,80
334,1,1120,3,5,2,270
335,1,1210,3,6,0,420
335,1,1210,3,6,1,410
335,1,1210,3,6,0,90
335,1,1210,3,6,2,290
336,-1,550,3,2,0,220
336,-1,550,3,2,1,330
337,-1,730,3,0,0,230
337,-1,730,3,0,1,140
337,-1,730,3,0,0,80
337,-1,730,3,0,2,280
338,-1,3660,3,3,0,210
338,-1,3660,3,3,1,400
338,-1,3660,3,3,0,80
338,-1,3660,3,3,2,620
338,-1,3660,3,3,0,80
338,-1,3660,3,3,1,560
338,-1,3660,3,3,0,150
338,-1,3660,3,3,2,470
338,-1,3660,3,3,0,80
338,-1,3660,3,3,1,520
338,-1,3660,3,3,0,70
338,-1,3660,3,3,2,420
339,-1,1920,3,1,0,210
339,-1,1920,3,1,2,180
339,-1,1920,3,1,0,70
339,-1,1920,3,1,1,660
339,-1,1920,3,1,0,90
339,-1,1920,3,1,2,610
339,-1,1920,3,1,0,90
339,-1,1920,3,1,1,10
340,1,1300,3,4,0,170
340,1,1300,3,4,1,530
340,1,1300,3,4,0,70
340,1,1300,3,4,2,530
341,-1,770,3,0,0,230
341,-1,770,3,0,2,250
341,-1,770,3,0,0,70
341,-1,770,3,0,1,220
342,1,1940,3,2,0,240
342,1,1940,3,2,1,190
342,1,1940,3,2,0,70
342,1,1940,3,2,2,490
342,1,1940,3,2,0,60
342,1,1940,3,2,1,510
342,1,1940,3,2,0,70
342,1,1940,3,2,2,310
343,1,930,3,3,0,520
343,1,930,3,3,2,410
344,-1,1130,3,2,0,260
344,-1,1130,3,2,2,460
344,-1,1130,3,2,0,70
344,-1,1130,3,2,1,340
345,-1,3440,3,1,0,270
345,-1,3440,3,1,1,290
345,-1,3440,3,1,0,80
345,-1,3440,3,1,2,650
345,-1,3440,3,1,0,80
345,-1,3440,3,1,1,430
345,-1,3440,3,1,0,60
345,-1,3440,3,1,2,1580
346,1,670,3,4,0,370
346,1,670,3,4,1,240
346,1,670,3,4,0,60
347,-1,1190,3,3,0,240
347,-1,1190,3,3,1,180
347,-1,1190,3,3,0,60
347,-1,1190,3,3,2,210
347,-1,1190,3,3,0,90
347,-1,1190,3,3,1,410
348,1,1230,3,4,0,190
348,1,1230,3,4,1,350
348,1,1230,3,4,0,80
348,1,1230,3,4,2,600
348,1,1230,3,4,0,10
349,1,4370,3,3,0,280
349,1,4370,3,3,2,240
349,1,4370,3,3,0,700
349,1,4370,3,3,1,400
349,1,4370,3,3,0,80
349,1,4370,3,3,2,630
349,1,4370,3,3,0,70
349,1,4370,3,3,1,760
349,1,4370,3,3,0,60
349,1,4370,3,3,2,550
349,1,4370,3,3,0,70
349,1,4370,3,3,1,300
349,1,4370,3,3,0,70
349,1,4370,3,3,2,160
350,1,980,3,6,0,250
350,1,980,3,6,1,140
350,1,980,3,6,0,80
350,1,980,3,6,2,510
351,1,3130,3,4,0,200
351,1,3130,3,4,1,320
351,1,3130,3,4,0,100
351,1,3130,3,4,2,340
351,1,3130,3,4,0,80
351,1,3130,3,4,1,680
351,1,3130,3,4,0,70
351,1,3130,3,4,2,500
351,1,3130,3,4,0,60
351,1,3130,3,4,1,530
351,1,3130,3,4,0,80
351,1,3130,3,4,2,170
352,-1,1610,3,1,0,240
352,-1,1610,3,1,1,480
352,-1,1610,3,1,0,70
352,-1,1610,3,1,2,400
352,-1,1610,3,1,0,100
352,-1,1610,3,1,1,320
353,1,1700,3,3,0,190
353,1,1700,3,3,2,170
353,1,1700,3,3,0,70
353,1,1700,3,3,1,470
353,1,1700,3,3,0,70
353,1,1700,3,3,2,730
354,-1,850,3,2,0,260
354,-1,850,3,2,2,360
354,-1,850,3,2,0,90
354,-1,850,3,2,1,40
354,-1,850,3,2,0,80
354,-1,850,3,2,2,20
355,-1,1460,3,2,0,200
355,-1,1460,3,2,2,290
355,-1,1460,3,2,0,70
355,-1,1460,3,2,1,430
355,-1,1460,3,2,0,80
355,-1,1460,3,2,2,390
356,-1,2360,3,2,0,240
356,-1,2360,3,2,1,200
356,-1,2360,3,2,0,70
356,-1,2360,3,2,2,440
356,-1,2360,3,2,0,80
356,-1,2360,3,2,1,300
356,-1,2360,3,2,0,80
356,-1,2360,3,2,2,350
356,-1,2360,3,2,0,70
356,-1,2360,3,2,1,530
357,1,1030,3,6,0,280
357,1,1030,3,6,2,190
357,1,1030,3,6,0,160
357,1,1030,3,6,1,400
358,1,880,3,5,0,250
358,1,880,3,5,1,190
358,1,880,3,5,0,90
358,1,880,3,5,2,350
359,1,1150,3,1,0,190
359,1,1150,3,1,2,260
359,1,1150,3,1,0,80
359,1,1150,3,1,1,440
359,1,1150,3,1,0,80
359,1,1150,3,1,2,100
360,-1,490,3,1,0,70
360,-1,490,3,1,1,360
360,-1,490,3,1,0,60
361,-1,890,3,0,0,210
361,-1,890,3,0,1,300
361,-1,890,3,0,0,90
361,-1,890,3,0,2,290
362,-1,890,3,5,0,250
362,-1,890,3,5,2,240
362,-1,890,3,5,0,70
362,-1,890,3,5,1,330
363,-1,2260,3,3,0,310
363,-1,2260,3,3,1,70
363,-1,2260,3,3,0,70
363,-1,2260,3,3,2,770
363,-1,2260,3,3,0,80
363,-1,2260,3,3,1,900
363,-1,2260,3,3,0,60
364,-1,770,3,1,0,200
364,-1,770,3,1,1,350
364,-1,770,3,1,0,70
364,-1,770,3,1,2,150
365,-1,1440,3,3,0,220
365,-1,1440,3,3,1,500
365,-1,1440,3,3,0,70
365,-1,1440,3,3,2,430
365,-1,1440,3,3,0,90
365,-1,1440,3,3,1,130
366,1,480,3,5,0,210
366,1,480,3,5,1,270
367,-1,730,3,1,0,300
367,-1,730,3,1,2,210
367,-1,730,3,1,0,60
367,-1,730,3,1,1,160
368,1,1640,3,6,0,210
368,1,1640,3,6,1,290
368,1,1640,3,6,0,80
368,1,1640,3,6,2,1060
369,-1,1820,3,3,0,230
369,-1,1820,3,3,1,150
369,-1,1820,3,3,0,80
369,-1,1820,3,3,2,680
369,-1,1820,3,3,0,70
369,-1,1820,3,3,1,610
370,1,1740,3,6,0,260
370,1,1740,3,6,2,160
370,1,1740,3,6,0,90
370,1,1740,3,6,1,590
370,1,1740,3,6,0,80
370,1,1740,3,6,2,560
371,1,1120,3,6,0,180
371,1,1120,3,6,1,400
371,1,1120,3,6,0,70
371,1,1120,3,6,2,370
371,1,1120,3,6,0,90
371,1,1120,3,6,1,10
372,-1,780,3,0,0,260
372,-1,780,3,0,2,150
372,-1,780,3,0,0,90
372,-1,780,3,0,1,280
373,-1,1920,3,4,0,210
373,-1,1920,3,4,1,450
373,-1,1920,3,4,0,70
373,-1,1920,3,4,2,420
373,-1,1920,3,4,0,90
373,-1,1920,3,4,1,680
374,1,540,3,2,0,270
374,1,540,3,2,2,240
374,1,540,3,2,0,30
375,-1,1500,3,1,0,270
375,-1,1500,3,1,1,470
375,-1,1500,3,1,0,70
375,-1,1500,3,1,2,290
375,-1,1500,3,1,0,70
375,-1,1500,3,1,1,330
376,1,2770,3,2,0,280
376,1,2770,3,2,2,200
376,1,2770,3,2,0,60
376,1,2770,3,2,1,170
376,1,2770,3,2,0,100
376,1,2770,3,2,2,1670
376,1,2770,3,2,0,100
376,1,2770,3,2,1,190
377,-1,830,3,0,0,230
377,-1,830,3,0,1,320
377,-1,830,3,0,0,70
377,-1,830,3,0,2,210
378,-1,1530,3,3,0,340
378,-1,1530,3,3,2,290
378,-1,1530,3,3,0,60
378,-1,1530,3,3,1,840
379,1,2170,3,6,0,520
379,1,2170,3,6,1,460
379,1,2170,3,6,0,790
379,1,2170,3,6,2,400
380,1,3120,3,4,0,190
380,1,3120,3,4,1,150
380,1,3120,3,4,0,60
380,1,3120,3,4,2,100
380,1,3120,3,4,0,60
380,1,3120,3,4,1,820
380,1,3120,3,4,0,90
380,1,3120,3,4,2,1040
380,1,3120,3,4,0,90
380,1,3120,3,4,1,520
381,-1,2050,3,2,0,240
381,-1,2050,3,2,1,250
381,-1,2050,3,2,0,70
381,-1,2050,3,2,2,720
381,-1,2050,3,2,0,60
381,-1,2050,3,2,1,710
382,1,1170,3,6,0,240
382,1,1170,3,6,2,210
382,1,1170,3,6,0,80
382,1,1170,3,6,1,490
382,1,1170,3,6,0,60
382,1,1170,3,6,2,90
383,1,530,3,6,0,350
383,1,530,3,6,1,180
384,-1,1470,3,2,0,230
384,-1,1470,3,2,2,190
384,-1,1470,3,2,0,60
384,-1,1470,3,2,1,490
384,-1,1470,3,2,0,90
384,-1,1470,3,2,2,410
385,-1,2310,3,2,0,250
385,-1,2310,3,2,1,110
385,-1,2310,3,2,0,60
385,-1,2310,3,2,2,790
385,-1,2310,3,2,0,70
385,-1,2310,3,2,1,140
385,-1,2310,3,2,0,80
385,-1,2310,3,2,2,510
385,-1,2310,3,2,0,90
385,-1,2310,3,2,1,210
386,-1,780,3,0,0,270
386,-1,780,3,0,2,190
386,-1,780,3,0,0,80
386,-1,780,3,0,1,240
387,-1,1220,3,0,0,200
387,-1,1220,3,0,2,450
387,-1,1220,3,0,0,160
387,-1,1220,3,0,1,350
387,-1,1220,3,0,0,60
388,-1,550,3,0,0,220
388,-1,550,3,0,1,260
388,-1,550,3,0,0,70
389,1,1930,3,6,0,130
389,1,1930,3,6,1,370
389,1,1930,3,6,0,70
389,1,1930,3,6,2,690
389,1,1930,3,6,0,90
389,1,1930,3,6,1,580
390,1,1130,3,6,0,320
390,1,1130,3,6,1,270
390,1,1130,3,6,0,80
390,1,1130,3,6,2,460
391,-1,1220,3,1,0,290
391,-1,1220,3,1,1,400
391,-1,1220,3,1,0,90
391,-1,1220,3,1,2,420
391,-1,1220,3,1,0,20
392,-1,1250,3,1,0,210
392,-1,1250,3,1,1,270
392,-1,1250,3,1,0,80
392,-1,1250,3,1,2,300
392,-1,1250,3,1,0,80
392,-1,1250,3,1,1,310
393,1,1970,3,6,0,230
393,1,1970,3,6,1,330
393,1,1970,3,6,0,70
393,1,1970,3,6,2,450
393,1,1970,3,6,0,80
393,1,1970,3,6,1,300
393,1,1970,3,6,0,60
393,1,1970,3,6,2,450
394,1,810,3,5,0,220
394,1,810,3,5,1,300
394,1,810,3,5,0,70
394,1,810,3,5,2,220
395,-1,1470,3,1,0,310
395,-1,1470,3,1,1,230
395,-1,1470,3,1,0,70
395,-1,1470,3,1,2,610
395,-1,1470,3,1,0,70
395,-1,1470,3,1,1,180
396,1,830,3,6,0,320
396,1,830,3,6,1,210
396,1,830,3,6,0,70
396,1,830,3,6,2,230
397,-1,4450,3,2,0,220
397,-1,4450,3,2,1,230
397,-1,4450,3,2,0,60
397,-1,4450,3,2,2,490
397,-1,4450,3,2,0,60
397,-1,4450,3,2,1,1490
397,-1,4450,3,2,0,90
397,-1,4450,3,2,2,1600
397,-1,4450,3,2,0,80
397,-1,4450,3,2,1,130
398,-1,3020,3,1,0,220
398,-1,3020,3,1,1,180
398,-1,3020,3,1,0,70
398,-1,3020,3,1,2,540
398,-1,3020,3,1,0,50
398,-1,3020,3,1,1,640
398,-1,3020,3,1,0,80
398,-1,3020,3,1,2,940
398,-1,3020,3,1,0,120
398,-1,3020,3,1,1,180
399,-1,3390,3,2,0,260
399,-1,3390,3,2,1,390
399,-1,3390,3,2,0,70
399,-1,3390,3,2,2,1240
399,-1,3390,3,2,0,60
399,-1,3390,3,2,1,360
399,-1,3390,3,2,0,80
399,-1,3390,3,2,2,930
400,-1,1480,3,2,0,1170
400,-1,1480,3,2,1,190
400,-1,1480,3,2,0,120
401,1,2030,3,4,0,230
401,1,2030,3,4,1,140
401,1,2030,3,4,0,140
401,1,2030,3,4,2,630
401,1,2030,3,4,0,90
401,1,2030,3,4,1,260
401,1,2030,3,4,0,90
401,1,2030,3,4,2,450
402,-1,1170,3,1,0,330
402,-1,1170,3,1,1,260
402,-1,1170,3,1,0,70
402,-1,1170,3,1,2,380
402,-1,1170,3,1,0,70
402,-1,1170,3,1,1,60
403,-1,1950,3,1,0,230
403,-1,1950,3,1,1,380
403,-1,1950,3,1,0,70
403,-1,1950,3,1,2,540
403,-1,1950,3,1,0,80
403,-1,1950,3,1,1,650
404,-1,2540,3,5,0,260
404,-1,2540,3,5,1,250
404,-1,2540,3,5,0,70
404,-1,2540,3,5,2,560
404,-1,2540,3,5,0,80
404,-1,2540,3,5,1,1260
404,-1,2540,3,5,0,60
405,1,2370,3,1,0,260
405,1,2370,3,1,1,210
405,1,2370,3,1,0,80
405,1,2370,3,1,2,500
405,1,2370,3,1,0,100
405,1,2370,3,1,1,510
405,1,2370,3,1,0,640
405,1,2370,3,1,2,70
406,-1,3790,3,1,0,240
406,-1,3790,3,1,2,2770
406,-1,3790,3,1,0,70
406,-1,3790,3,1,1,710
407,-1,1290,3,2,0,200
407,-1,1290,3,2,2,280
407,-1,1290,3,2,0,80
407,-1,1290,3,2,1,730
408,1,1870,3,2,0,240
408,1,1870,3,2,1,340
408,1,1870,3,2,0,80
408,1,1870,3,2,2,510
408,1,1870,3,2,0,70
408,1,1870,3,2,1,240
408,1,1870,3,2,0,150
408,1,1870,3,2,2,240
409,-1,2630,3,0,0,270
409,-1,2630,3,0,1,180
409,-1,2630,3,0,0,80
409,-1,2630,3,0,2,320
409,-1,2630,3,0,0,70
409,-1,2630,3,0,1,1440
409,-1,2630,3,0,0,90
409,-1,2630,3,0,2,180
410,1,650,3,6,0,230
410,1,650,3,6,1,180
410,1,650,3,6,0,60
410,1,650,3,6,2,180
411,1,1940,3,4,0,310
411,1,1940,3,4,2,390
411,1,1940,3,4,0,70
411,1,1940,3,4,1,420
411,1,1940,3,4,0,70
411,1,1940,3,4,2,680
412,1,3370,3,3,0,330
412,1,3370,3,3,2,220
412,1,3370,3,3,0,90
412,1,3370,3,3,1,530
412,1,3370,3,3,0,70
412,1,3370,3,3,2,590
412,1,3370,3,3,0,60
412,1,3370,3,3,1,710
412,1,3370,3,3,0,70
412,1,3370,3,3,2,700
413,1,340,3,4,0,170
413,1,340,3,4,2,170
414,-1,630,3,4,0,330
414,-1,630,3,4,1,250
414,-1,630,3,4,0,50
415,1,1130,3,4,0,160
415,1,1130,3,4,1,330
415,1,1130,3,4,0,70
415,1,1130,3,4,2,570
416,-1,3180,3,4,0,200
416,-1,3180,3,4,1,200
416,-1,3180,3,4,0,60
416,-1,3180,3,4,2,410
416,-1,3180,3,4,0,70
416,-1,3180,3,4,1,1510
416,-1,3180,3,4,0,50
416,-1,3180,3,4,2,360
416,-1,3180,3,4,0,60
416,-1,3180,3,4,1,260
417,-1,3350,3,2,0,190
417,-1,3350,3,2,1,200
417,-1,3350,3,2,0,80
417,-1,3350,3,2,2,250
417,-1,3350,3,2,0,340
417,-1,3350,3,2,1,830
417,-1,3350,3,2,0,60
417,-1,3350,3,2,2,440
417,-1,3350,3,2,0,70
417,-1,3350,3,2,1,80
417,-1,3350,3,2,0,60
417,-1,3350,3,2,2,280
417,-1,3350,3,2,0,80
417,-1,3350,3,2,1,390
418,1,670,3,5,0,220
418,1,670,3,5,1,210
418,1,670,3,5,0,70
418,1,670,3,5,2,170
419,-1,750,3,0,0,240
419,-1,750,3,0,1,350
419,-1,750,3,0,0,160
420,1,670,3,6,0,300
420,1,670,3,6,2,130
420,1,670,3,6,0,80
420,1,670,3,6,1,160
421,1,940,3,6,0,260
421,1,940,3,6,1,370
421,1,940,3,6,0,100
421,1,940,3,6,2,210
422,-1,850,3,4,0,220
422,-1,850,3,4,1,630
423,1,1490,3,4,0,240
423,1,1490,3,4,1,150
423,1,1490,3,4,0,80
423,1,1490,3,4,2,560
423,1,1490,3,4,0,90
423,1,1490,3,4,1,370
424,1,1690,3,3,0,450
424,1,1690,3,3,2,250
424,1,1690,3,3,0,60
424,1,1690,3,3,1,650
424,1,1690,3,3,0,70
424,1,1690,3,3,2,210
425,1,2360,3,6,0,580
425,1,2360,3,6,2,170
425,1,2360,3,6,0,80
425,1,2360,3,6,1,800
425,1,2360,3,6,0,70
425,1,2360,3,6,2,660
426,1,730,3,4,0,410
426,1,730,3,4,1,180
426,1,730,3,4,0,70
426,1,730,3,4,2,70
427,-1,550,3,2,0,230
427,-1,550,3,2,1,300
427,-1,550,3,2,0,20
428,-1,3530,3,4,0,200
428,-1,3530,3,4,2,350
428,-1,3530,3,4,0,90
428,-1,3530,3,4,1,640
428,-1,3530,3,4,0,70
428,-1,3530,3,4,2,980
428,-1,3530,3,4,0,90
428,-1,3530,3,4,1,1110
429,1,1030,3,1,0,230
429,1,1030,3,1,1,260
429,1,1030,3,1,0,80
429,1,1030,3,1,2,460
430,-1,1720,3,1,0,220
430,-1,1720,3,1,1,190
430,-1,1720,3,1,0,190
430,-1,1720,3,1,2,1020
430,-1,1720,3,1,0,70
430,-1,1720,3,1,1,30
431,-1,780,3,0,0,190
431,-1,780,3,0,1,440
431,-1,780,3,0,0,110
431,-1,780,3,0,2,40
432,-1,1670,3,0,0,540
432,-1,1670,3,0,1,540
432,-1,1670,3,0,0,60
432,-1,1670,3,0,2,530
433,1,980,3,5,0,280
433,1,980,3,5,2,260
433,1,980,3,5,0,70
433,1,980,3,5,1,370
434,1,590,3,6,0,220
434,1,590,3,6,2,160
434,1,590,3,6,0,60
434,1,590,3,6,1,150
435,-1,1270,3,4,0,270
435,-1,1270,3,4,1,190
435,-1,1270,3,4,0,70
435,-1,1270,3,4,2,380
435,-1,1270,3,4,0,80
435,-1,1270,3,4,1,280
436,1,320,3,6,0,220
436,1,320,3,6,2,100
437,1,530,3,5,0,180
437,1,530,3,5,1,340
437,1,530,3,5,0,10
438,1,1330,3,6,0,230
438,1,1330,3,6,2,190
438,1,1330,3,6,0,70
438,1,1330,3,6,1,630
438,1,1330,3,6,0,90
438,1,1330,3,6,2,120
439,-1,3060,3,3,0,290
439,-1,3060,3,3,1,210
439,-1,3060,3,3,0,270
439,-1,3060,3,3,2,340
439,-1,3060,3,3,0,70
439,-1,3060,3,3,1,1390
439,-1,3060,3,3,0,80
439,-1,3060,3,3,2,410
440,-1,4490,3,1,0,360
440,-1,4490,3,1,1,220
440,-1,4490,3,1,0,470
440,-1,4490,3,1,2,990
440,-1,4490,3,1,0,70
440,-1,4490,3,1,1,810
440,-1,4490,3,1,0,60
440,-1,4490,3,1,2,770
440,-1,4490,3,1,0,270
440,-1,4490,3,1,1,470
441,1,3140,3,6,0,280
441,1,3140,3,6,1,370
441,1,3140,3,6,0,310
441,1,3140,3,6,2,370
441,1,3140,3,6,0,80
441,1,3140,3,6,1,1320
441,1,3140,3,6,0,80
441,1,3140,3,6,2,90
441,1,3140,3,6,0,240
442,-1,1940,3,5,0,310
442,-1,1940,3,5,1,350
442,-1,1940,3,5,0,70
442,-1,1940,3,5,2,580
442,-1,1940,3,5,0,80
442,-1,1940,3,5,1,470
442,-1,1940,3,5,0,70
442,-1,1940,3,5,2,10
443,1,1700,3,3,0,140
443,1,1700,3,3,1,330
443,1,1700,3,3,0,70
443,1,1700,3,3,2,390
443,1,1700,3,3,0,90
443,1,1700,3,3,1,360
443,1,1700,3,3,0,70
443,1,1700,3,3,2,250
444,-1,2780,3,1,0,250
444,-1,2780,3,1,2,180
444,-1,2780,3,1,0,80
444,-1,2780,3,1,1,490
444,-1,2780,3,1,0,130
444,-1,2780,3,1,2,1420
444,-1,2780,3,1,0,70
444,-1,2780,3,1,1,160
445,1,530,3,5,0,130
445,1,530,3,5,1,150
445,1,530,3,5,0,100
445,1,530,3,5,2,150
446,-1,840,3,0,0,220
446,-1,840,3,0,2,290
446,-1,840,3,0,0,60
446,-1,840,3,0,1,270
447,-1,310,3,2,0,260
447,-1,310,3,2,1,50
448,1,1140,3,5,0,190
448,1,1140,3,5,1,380
448,1,1140,3,5,0,70
448,1,1140,3,5,2,500
449,1,770,3,6,0,250
449,1,770,3,6,2,280
449,1,770,3,6,0,70
449,1,770,3,6,1,170
450,1,610,3,5,0,240
450,1,610,3,5,2,370
451,-1,890,3,0,0,340
451,-1,890,3,0,2,410
451,-1,890,3,0,0,140
452,1,2690,3,6,0,230
452,1,2690,3,6,1,240
452,1,2690,3,6,0,70
452,1,2690,3,6,2,220
452,1,2690,3,6,0,80
452,1,2690,3,6,1,650
452,1,2690,3,6,0,80
452,1,2690,3,6,2,960
452,1,2690,3,6,0,70
452,1,2690,3,6,1,90
453,-1,1320,3,2,0,240
453,-1,1320,3,2,2,320
453,-1,1320,3,2,0,60
453,-1,1320,3,2,1,500
453,-1,1320,3,2,0,60
453,-1,1320,3,2,2,140
454,-1,950,3,0,0,210
454,-1,950,3,0,2,280
454,-1,950,3,0,0,80
454,-1,950,3,0,1,320
454,-1,950,3,0,0,60
455,1,1480,3,3,0,200
455,1,1480,3,3,1,270
455,1,1480,3,3,0,150
455,1,1480,3,3,2,280
455,1,1480,3,3,0,60
455,1,1480,3,3,1,520
456,1,3040,3,5,0,260
456,1,3040,3,5,2,290
456,1,3040,3,5,0,80
456,1,3040,3,5,1,810
456,1,3040,3,5,0,90
456,1,3040,3,5,2,360
456,1,3040,3,5,0,70
456,1,3040,3,5,1,560
456,1,3040,3,5,0,70
456,1,3040,3,5,2,450
457,-1,370,3,6,0,330
457,-1,370,3,6,1,40
458,-1,1270,3,3,0,190
458,-1,1270,3,3,1,380
458,-1,1270,3,3,0,90
458,-1,1270,3,3,2,380
458,-1,1270,3,3,0,90
458,-1,1270,3,3,1,140
459,-1,2800,3,0,0,230
459,-1,2800,3,0,1,240
459,-1,2800,3,0,0,70
459,-1,2800,3,0,2,1790
459,-1,2800,3,0,0,80
459,-1,2800,3,0,1,390
460,1,1690,3,3,0,160
460,1,1690,3,3,1,290
460,1,1690,3,3,0,90
460,1,1690,3,3,2,920
460,1,1690,3,3,0,230
461,1,4040,3,5,0,220
461,1,4040,3,5,2,240
461,1,4040,3,5,0,80
461,1,4040,3,5,1,600
461,1,4040,3,5,0,70
461,1,4040,3,5,2,240
461,1,4040,3,5,0,70
461,1,4040,3,5,1,500
461,1,4040,3,5,0,40
461,1,4040,3,5,2,780
461,1,4040,3,5,0,80
461,1,4040,3,5,1,540
461,1,4040,3,5,0,70
461,1,4040,3,5,2,510
462,-1,1550,3,0,0,250
462,-1,1550,3,0,1,170
462,-1,1550,3,0,0,70
462,-1,1550,3,0,2,570
462,-1,1550,3,0,0,60
462,-1,1550,3,0,1,430
463,-1,640,3,1,0,300
463,-1,640,3,1,1,340
464,-1,360,3,3,0,230
464,-1,360,3,3,1,130
465,-1,4220,3,2,0,240
465,-1,4220,3,2,2,310
465,-1,4220,3,2,0,80
465,-1,4220,3,2,1,430
465,-1,4220,3,2,0,60
465,-1,4220,3,2,2,940
465,-1,4220,3,2,0,70
465,-1,4220,3,2,1,810
465,-1,4220,3,2,0,70
465,-1,4220,3,2,2,380
465,-1,4220,3,2,0,80
465,-1,4220,3,2,1,750
466,1,740,3,3,0,240
466,1,740,3,3,2,250
466,1,740,3,3,0,70
466,1,740,3,3,1,180
467,-1,990,3,1,0,250
467,-1,990,3,1,2,370
467,-1,990,3,1,0,60
467,-1,990,3,1,1,310
468,-1,530,3,1,0,190
468,-1,530,3,1,1,260
468,-1,530,3,1,0,80
469,1,1870,3,4,0,200
469,1,1870,3,4,1,310
469,1,1870,3,4,0,90
469,1,1870,3,4,2,350
469,1,1870,3,4,0,90
469,1,1870,3,4,1,420
469,1,1870,3,4,0,80
469,1,1870,3,4,2,330
470,-1,1400,3,0,0,210
470,-1,1400,3,0,1,210
470,-1,1400,3,0,0,90
470,-1,1400,3,0,2,590
470,-1,1400,3,0,0,80
470,-1,1400,3,0,1,220
471,-1,2080,3,3,0,240
471,-1,2080,3,3,1,330
471,-1,2080,3,3,0,80
471,-1,2080,3,3,2,480
471,-1,2080,3,3,0,310
471,-1,2080,3,3,1,640
472,1,3450,3,5,0,340
472,1,3450,3,5,1,670
472,1,3450,3,5,0,80
472,1,3450,3,5,2,240
472,1,3450,3,5,0,80
472,1,3450,3,5,1,550
472,1,3450,3,5,0,70
472,1,3450,3,5,2,340
472,1,3450,3,5,0,70
472,1,3450,3,5,1,440
472,1,3450,3,5,0,70
472,1,3450,3,5,2,500
473,-1,1550,3,2,0,200
473,-1,1550,3,2,1,190
473,-1,1550,3,2,0,60
473,-1,1550,3,2,2,220
473,-1,1550,3,2,0,60
473,-1,1550,3,2,1,660
473,-1,1550,3,2,0,80
473,-1,1550,3,2,2,80
474,-1,580,3,5,0,240
474,-1,580,3,5,2,190
474,-1,580,3,5,0,150
475,1,880,3,6,0,310
475,1,880,3,6,1,190
475,1,880,3,6,0,80
475,1,880,3,6,2,300
476,1,3590,3,3,0,230
476,1,3590,3,3,2,260
476,1,3590,3,3,0,60
476,1,3590,3,3,1,180
476,1,3590,3,3,0,60
476,1,3590,3,3,2,510
476,1,3590,3,3,0,80
476,1,3590,3,3,1,1090
476,1,3590,3,3,0,90
476,1,3590,3,3,2,750
476,1,3590,3,3,0,80
476,1,3590,3,3,1,200
477,-1,4200,3,2,0,250
477,-1,4200,3,2,1,110
477,-1,4200,3,2,0,70
477,-1,4200,3,2,2,360
477,-1,4200,3,2,0,80
477,-1,4200,3,2,1,1460
477,-1,4200,3,2,0,80
477,-1,4200,3,2,2,1490
477,-1,4200,3,2,0,70
477,-1,4200,3,2,1,230
478,1,760,3,6,0,250
478,1,760,3,6,1,230
478,1,760,3,6,0,70
478,1,760,3,6,2,210
479,1,1910,3,4,0,520
479,1,1910,3,4,2,150
479,1,1910,3,4,0,160
479,1,1910,3,4,1,380
479,1,1910,3,4,0,70
479,1,1910,3,4,2,630
480,1,600,3,5,0,340
480,1,600,3,5,2,220
480,1,600,3,5,0,40
481,-1,1110,3,2,0,220
481,-1,1110,3,2,1,280
481,-1,1110,3,2,0,80
481,-1,1110,3,2,2,360
481,-1,1110,3,2,0,60
481,-1,1110,3,2,1,110
482,1,2660,3,5,0,220
482,1,2660,3,5,1,190
482,1,2660,3,5,0,70
482,1,2660,3,5,2,400
482,1,2660,3,5,0,130
482,1,2660,3,5,1,860
482,1,2660,3,5,0,70
482,1,2660,3,5,2,720
483,-1,530,3,2,0,260
483,-1,530,3,2,1,270
484,1,430,3,5,0,200
484,1,430,3,5,2,180
484,1,430,3,5,0,50
485,-1,1120,3,0,0,280
485,-1,1120,3,0,1,210
485,-1,1120,3,0,0,70
485,-1,1120,3,0,2,380
485,-1,1120,3,0,0,70
485,-1,1120,3,0,1,110
486,-1,830,3,1,0,250
486,-1,830,3,1,1,250
486,-1,830,3,1,0,90
486,-1,830,3,1,2,240
487,1,560,3,3,0,330
487,1,560,3,3,2,230
488,1,1710,3,4,0,230
488,1,1710,3,4,1,290
488,1,1710,3,4,0,1090
488,1,1710,3,4,2,100
489,1,1040,3,5,0,390
489,1,1040,3,5,1,280
489,1,1040,3,5,0,320
489,1,1040,3,5,2,50
490,1,670,3,4,0,220
490,1,670,3,4,1,310
490,1,670,3,4,0,140
491,-1,770,3,0,0,290
491,-1,770,3,0,2,230
491,-1,770,3,0,0,80
491,-1,770,3,0,1,170
492,-1,1790,3,0,0,200
492,-1,1790,3,0,2,150
492,-1,1790,3,0,0,70
492,-1,1790,3,0,1,1080
492,-1,1790,3,0,0,80
492,-1,1790,3,0,2,210
493,-1,2650,3,0,0,180
493,-1,2650,3,0,2,200
493,-1,2650,3,0,0,70
493,-1,2650,3,0,1,410
493,-1,2650,3,0,0,60
493,-1,2650,3,0,2,710
493,-1,2650,3,0,0,80
493,-1,2650,3,0,1,940
494,-1,1990,3,2,0,180
494,-1,1990,3,2,2,290
494,-1,1990,3,2,0,50
494,-1,1990,3,2,1,230
494,-1,1990,3,2,0,90
494,-1,1990,3,2,2,430
494,-1,1990,3,2,0,60
494,-1,1990,3,2,1,660
495,-1,1180,3,4,0,200
495,-1,1180,3,4,2,360
495,-1,1180,3,4,0,240
